啊	a/ā/è/á/ǎ/à
缰	jiāng
礓	jiāng
薑	jiāng
壃	jiāng
螿	jiāng
𥔣	jiāng
鳉	jiāng
疅	jiāng
𤛜	jiāng
橿	jiāng
葁	jiāng
𢪇	jiāng
豇	jiāng
茳	jiāng
殭	jiāng
韁	jiāng
𠘌	jiāng
姜	jiāng
翞	jiāng
㹔	jiāng
𥗪	jiāng
𥆅	jiāng
浆	jiāng
鱂	jiāng
𥬮	jiāng
江	jiāng
𨃇	jiāng
𧘍	jiāng
繮	jiāng
𤕭	jiāng
畕	jiāng
䗵	jiāng
𦦗	jiāng
𨜰	jiāng
𡷍	jiāng
僵	jiāng
螀	jiāng
䜫	jiāng/hóng
畺	jiāng/jiàng
疆	jiāng/jiàng
将	jiāng/jiàng
漿	jiāng/jiàng
將	jiāng/jiàng/qiāng/yáng/jiǎng
蔣	jiāng/jiǎng
摪	jiāng/qiàng
𤕯	jiāng/zhuàng
𨎦	jiāo
蟭	jiāo
𨓩	jiāo
𨱓	jiāo
嬌	jiāo
鷍	jiāo
㶀	jiāo
𠩏	jiāo
鲛	jiāo
膲	jiāo
䴔	jiāo
𥃪	jiāo
𨶲	jiāo
䶰	jiāo
𩎔	jiāo
𣺳	jiāo
𡏭	jiāo
𨸋	jiāo
𣝞	jiāo
𩿑	jiāo
𥄉	jiāo
鷦	jiāo
芁	jiāo
娇	jiāo
䢒	jiāo
𡓖	jiāo
𨨴	jiāo
𩴧	jiāo
郊	jiāo
𥹜	jiāo
交	jiāo
鐎	jiāo
𪚰	jiāo
𧣦	jiāo
𦌆	jiāo
椒	jiāo
嶕	jiāo
鹪	jiāo
礁	jiāo
㲬	jiāo
𠝑	jiāo
䍊	jiāo
䌭	jiāo
嶣	jiāo
蛟	jiāo
𥉼	jiāo
憍	jiāo
峧	jiāo
𦫶	jiāo
𡟠	jiāo
鮫	jiāo
𪁉	jiāo
鷮	jiāo
簥	jiāo
𢧱	jiāo
浇	jiāo
骄	jiāo
穚	jiāo
虠	jiāo/háo
嘄	jiāo/jiào/dǎo
僬	jiāo/jiào/jiǎo
膠	jiāo/jiǎo/háo/nǎo
佼	jiāo/jiǎo/xiáo
姣	jiāo/jiǎo/xiáo
茮	jiāo/niǎo
焦	jiāo/qiáo
燋	jiāo/qiáo/jué/zhuó
蕉	jiāo/qiáo/qiāo
𦅃	jiāo/qiāo
𩵰	jiāo/qiū
茭	jiāo/xiào/qiào
胶	jiāo/xiáo
鵁	jiāo/xiāo
驕	jiāo/xiāo/jū/qiáo
轇	jiāo/xiǎo
澆	jiāo/ào/nào
癤	jiē
𠙤	jiē
䕸	jiē
媘	jiē
𧞝	jiē
痎	jiē
𩘅	jiē
阶	jiē
𤭧	jiē
階	jiē
煯	jiē
𥷫	jiē
堦	jiē
𪉚	jiē
蝔	jiē
𦝨	jiē
𦁉	jiē
㫸	jiē
掲	jiē
皆	jiē
𦈰	jiē
擑	jiē
稭	jiē
脻	jiē
街	jiē
𤮌	jiē
疖	jiē
䃈	jiē
𣶏	jiē/diē
𩩰	jiē/hái
嗟	jiē/jiè
鶛	jiē/jiè
椄	jiē/jié/qiè
秸	jiē/jí
揭	jiē/qì/hé
菨	jiē/shà
嫅	jiē/suǒ
喈	jiē/xiè
湝	jiē/xié
接	jiē/xié/shà/chā
謯	jiē/zhā/zhǎ/zǔ
䦈	jiē/zuǒ
𠎿	jiě
媎	jiě
毑	jiě
飷	jiě
觧	jiě
解	jiě/jiè/xiè
檞	jiě/xiè
𠕕	jiōng
駫	jiōng
坰	jiōng
𪕍	jiōng
駉	jiōng
蘔	jiōng
𢂶	jiōng
蘏	jiōng
𪔃	jiōng
𣕄	jiōng
埛	jiōng
𨴀	jiōng
冋	jiōng/jiǒng
冂	jiōng/jiǒng
絅	jiōng/jiǒng
扃	jiōng/jiǒng
垧	jiōng/shǎng
𢜥	jiū
𠿈	jiū
朻	jiū
𨳊	jiū
啾	jiū
䆶	jiū
鬮	jiū
纠	jiū
𤴪	jiū
鬏	jiū
丩	jiū
𤴦	jiū
鸠	jiū
𠕴	jiū
𩱼	jiū
勼	jiū
𦱠	jiū
𠠳	jiū
𠃖	jiū
𠖬	jiū
𠚨	jiū
揪	jiū
阄	jiū
𦱲	jiū
萛	jiū
𦽬	jiū
㸨	jiū
𢀙	jiū
𣁭	jiū
𩏶	jiū
𩭓	jiū
𥠃	jiū
揫	jiū
𦭺	jiū
𦱱	jiū
𤴥	jiū
𥤳	jiū/cuàn
究	jiū/jiu/jiù
𩏷	jiū/jiào
赳	jiū/jiù
䡂	jiū/jiù
糾	jiū/jiǎo
糺	jiū/jiǔ
樛	jiū/liáo
摎	jiū/liú/liáo/jiǎo/náo
牞	jiū/lè
鳩	jiū/qiú/zhì
𣟼	jiū/qiāo
揂	jiū/yóu
婽	jiǎ
槚	jiǎ
榎	jiǎ
𩨹	jiǎ
𤗜	jiǎ
𤖰	jiǎ
仮	jiǎ
檟	jiǎ
䑝	jiǎ
斚	jiǎ
贾	jiǎ
胛	jiǎ
斝	jiǎ
𣦉	jiǎ
钾	jiǎ
𩲣	jiǎ
𥑐	jiǎ
𩌍	jiǎ
玾	jiǎ
鉀	jiǎ/gé
甲	jiǎ/jia
假	jiǎ/jià/jie/xià/xiá/gé
椵	jiǎ/jiā
叚	jiǎ/xiá
徦	jiǎ/xiá
瘕	jiǎ/xiā
𪆲	jiǎ/zhān
𩟗	jiǎn
襉	jiǎn
䵡	jiǎn
柬	jiǎn
𥍀	jiǎn
𪒫	jiǎn
剪	jiǎn
襺	jiǎn
𠹟	jiǎn
㶕	jiǎn
笕	jiǎn
𢍫	jiǎn
䶠	jiǎn
㔓	jiǎn
㳨	jiǎn
鹸	jiǎn
𨤄	jiǎn
䅐	jiǎn
𣠷	jiǎn
儉	jiǎn
𥍹	jiǎn
𡄓	jiǎn
瑐	jiǎn
挸	jiǎn
絸	jiǎn
𠏇	jiǎn
𨰓	jiǎn
䉍	jiǎn
硷	jiǎn
減	jiǎn
䭠	jiǎn
謇	jiǎn
鰎	jiǎn
𢆞	jiǎn
睑	jiǎn
戩	jiǎn
㨵	jiǎn
锏	jiǎn
䄯	jiǎn
揀	jiǎn
𦺍	jiǎn
藆	jiǎn
瀽	jiǎn
俭	jiǎn
𩽜	jiǎn
𧬫	jiǎn
𧀇	jiǎn
𨣇	jiǎn
䮿	jiǎn
戬	jiǎn
𢩀	jiǎn
检	jiǎn
𡑯	jiǎn
减	jiǎn
𣜭	jiǎn
𠍚	jiǎn
湕	jiǎn
𥢇	jiǎn
繭	jiǎn
简	jiǎn
𩉍	jiǎn
𤄒	jiǎn
鐗	jiǎn
𡾰	jiǎn
捡	jiǎn
拣	jiǎn
詃	jiǎn
𠽱	jiǎn
蠒	jiǎn
𦂇	jiǎn
鬋	jiǎn
襇	jiǎn
𣳲	jiǎn
𥀹	jiǎn
䚊	jiǎn
𡅶	jiǎn
𧅆	jiǎn
𦺘	jiǎn
検	jiǎn
翦	jiǎn
𥳷	jiǎn
𥳒	jiǎn
谫	jiǎn
𨢑	jiǎn
倹	jiǎn
裥	jiǎn
䟰	jiǎn
𧮈	jiǎn
𣥞	jiǎn
簡	jiǎn
弿	jiǎn
鹼	jiǎn
謭	jiǎn
瞼	jiǎn
蹇	jiǎn
枧	jiǎn
𡭭	jiǎn
𠐻	jiǎn
𥳟	jiǎn
檢	jiǎn
譾	jiǎn
鹻	jiǎn
𦁲	jiǎn
𦢣	jiǎn
茧	jiǎn/chóng
籛	jiǎn/jiān
揃	jiǎn/jiān/qiān
撿	jiǎn/liàn
暕	jiǎn/lán
囝	jiǎn/nān/yuè
䵤	jiǎn/xiàn
筧	jiǎn/xiàn
梘	jiǎn/xiàn/jiàn
碱	jiǎn/xián
𡸃	jiǎn/xiǎn
𢵈	jiǎn/zhǎn
膙	jiǎng
𩌾	jiǎng
𡏞	jiǎng
奨	jiǎng
䋌	jiǎng
蒋	jiǎng
奖	jiǎng
獎	jiǎng
桨	jiǎng
㯍	jiǎng
顜	jiǎng
講	jiǎng
䁰	jiǎng
㢡	jiǎng
讲	jiǎng
𤖛	jiǎng
耩	jiǎng
𣫳	jiǎng
𡑶	jiǎng
𥷃	jiǎng
奬	jiǎng
䒂	jiǎng
䉃	jiǎng
傋	jiǎng/gòu
槳	jiǎng/jiāng
賋	jiǎo
暞	jiǎo
𢄺	jiǎo
𣏑	jiǎo
㭂	jiǎo
侥	jiǎo
挢	jiǎo
皎	jiǎo
剿	jiǎo
攪	jiǎo
孂	jiǎo
䀊	jiǎo
饺	jiǎo
曒	jiǎo
臫	jiǎo
腳	jiǎo
𠜅	jiǎo
煍	jiǎo
绞	jiǎo
𣧦	jiǎo
徺	jiǎo
敽	jiǎo
𥃤	jiǎo
撹	jiǎo
鱎	jiǎo
𤶀	jiǎo
𨇕	jiǎo
敿	jiǎo
灚	jiǎo
鉸	jiǎo
𦗵	jiǎo
𥇟	jiǎo
燞	jiǎo
璬	jiǎo
𥳴	jiǎo
𥉒	jiǎo
𠞰	jiǎo
𥂨	jiǎo
𤶳	jiǎo
晈	jiǎo
湬	jiǎo
䘨	jiǎo
𨺹	jiǎo
㩰	jiǎo
㳅	jiǎo
𢯴	jiǎo
皦	jiǎo
𧂈	jiǎo
𣁹	jiǎo
𧎸	jiǎo
缴	jiǎo
𠕧	jiǎo
𢅎	jiǎo
𨖵	jiǎo
搅	jiǎo
𨝰	jiǎo
𥅟	jiǎo
𤉧	jiǎo
矫	jiǎo
𨶟	jiǎo
𧎙	jiǎo
铰	jiǎo
𢻟	jiǎo
𥏹	jiǎo
踋	jiǎo
䥞	jiǎo
𢀌	jiǎo
𤃭	jiǎo
𣩓	jiǎo
劋	jiǎo/chāo
摷	jiǎo/chāo
勦	jiǎo/chāo/cháo
餃	jiǎo/jiào
䚩	jiǎo/jiào/qiáo
筊	jiǎo/jiào/xiáo
湫	jiǎo/jiù/jiū/qiū/jiāo
儌	jiǎo/jiāo
矯	jiǎo/jiāo
撟	jiǎo/jiāo/kǎo
㽱	jiǎo/jiū/niú
脚	jiǎo/jué
角	jiǎo/jué/lù/gǔ
憿	jiǎo/jī
捁	jiǎo/kù
𨶪	jiǎo/liú
𡙎	jiǎo/miǎo
譑	jiǎo/qiào
蟜	jiǎo/qiáo
㡑	jiǎo/qiāo
敫	jiǎo/qiāo/jiào
狡	jiǎo/xiào
恔	jiǎo/xiào
絞	jiǎo/xiáo/jiào
㽲	jiǎo/xiǔ
烄	jiǎo/yào
繳	jiǎo/zhuó/jiào/hé
㓏	jiǒng
澃	jiǒng
炯	jiǒng
烱	jiǒng
𩓺	jiǒng
䢛	jiǒng
熲	jiǒng
囧	jiǒng
窘	jiǒng
𠖷	jiǒng
侰	jiǒng
綗	jiǒng
𦀝	jiǒng
煚	jiǒng
㤯	jiǒng
逈	jiǒng
褧	jiǒng
䌹	jiǒng
𧍮	jiǒng
迥	jiǒng
𣔲	jiǒng
𢄗	jiǒng
㷡	jiǒng
煛	jiǒng
㷗	jiǒng
僒	jiǒng
𩚱	jiǒng
颎	jiǒng
𤌇	jiǒng
㢠	jiǒng
炅	jiǒng/guì
浻	jiǒng/jiōng
冏	jiǒng/jiōng
泂	jiǒng/yíng/yǐng/jiōng
㯋	jiǒng/yǐng
𡚮	jiǔ
韭	jiǔ
𠴄	jiǔ
乆	jiǔ
紤	jiǔ
㡱	jiǔ
奺	jiǔ
久	jiǔ
玖	jiǔ
灸	jiǔ
𨾉	jiǔ
𤉥	jiǔ
舏	jiǔ
𨾞	jiǔ
酒	jiǔ
𠛩	jiǔ
镹	jiǔ
乣	jiǔ
韮	jiǔ
𣲄	jiǔ
𠜉	jiǔ
九	jiǔ/jiū
爠	ju
襷	ju
矩	ju/jǔ
劵	juàn
𨆈	juàn
𧯦	juàn
䚈	juàn
睠	juàn
绢	juàn
𦳽	juàn
㯞	juàn
鄄	juàn
罥	juàn
䳪	juàn
𣜨	juàn
眷	juàn
絭	juàn
狷	juàn
奆	juàn
巻	juàn
𡘰	juàn
𠔉	juàn
獧	juàn
𦼱	juàn
倦	juàn
𣙢	juàn
𥱽	juàn
㢧	juàn
𣬏	juàn
𣚓	juàn
䄅	juàn
䌸	juàn
㢾	juàn
餋	juàn
𨤑	juàn
𩏹	juàn
睊	juàn
淃	juàn
慻	juàn
𤲨	juàn
𥆞	juàn
𠢚	juàn
羂	juàn
㪻	juàn
𡡀	juàn
𤺻	juàn
𢎥	juàn
𢍏	juàn
𣬋	juàn/chuò
𦦽	juàn/fàn
勌	juàn/juān
䖭	juàn/juān
帣	juàn/juǎn
𩜇	juàn/juǎn
蔨	juàn/jùn
隽	juàn/jùn
雋	juàn/jùn/zuì
惓	juàn/quán
𥁠	juàn/quán/quān
桊	juàn/quān
絹	juàn/xuàn
𧭦	juàn/xuān
䡓	juàn/xuān
飬	juàn/yǒng
縳	juàn/zhuàn
𥈾	juè
𣨢	juè
孒	jué
𩏺	jué
爴	jué
㻕	jué
𢏷	jué
鴃	jué
𤟎	jué
憠	jué
玨	jué
䘿	jué
譎	jué
焳	jué
鷢	jué
𤼗	jué
𠢤	jué
㟲	jué
鐝	jué
鈌	jué
𠊬	jué
𪖜	jué
憰	jué
𦛲	jué
䐘	jué
𫛞	jué
挗	jué
𣅡	jué
㷾	jué
𨼱	jué
䏣	jué
蟨	jué
𩰨	jué
䖼	jué
𨼎	jué
𦪘	jué
攫	jué
䝌	jué
嶥	jué
𠀔	jué
䣤	jué
𨏹	jué
矡	jué
矍	jué
龣	jué
欮	jué
蕨	jué
砄	jué
橛	jué
獗	jué
𪈴	jué
𣖬	jué
䙠	jué
爵	jué
覐	jué
虳	jué
玦	jué
珏	jué
㸕	jué
芵	jué
玃	jué
㤜	jué
𧣸	jué
𠨊	jué
𪁠	jué
𪚅	jué
谲	jué
㰐	jué
𩪗	jué
𩧏	jué
𨬐	jué
絶	jué
㩱	jué
𨰜	jué
匷	jué
橜	jué
爑	jué
𠶸	jué
亅	jué
斍	jué
抉	jué
䏐	jué
㭈	jué
决	jué
㭾	jué
𡲗	jué
𢁪	jué
訣	jué
𩊺	jué
𫘝	jué
瑴	jué
勪	jué
殌	jué
㵐	jué
𢩯	jué
𠫃	jué
𢎹	jué
𩍷	jué
𧤼	jué
蹷	jué
桷	jué
镢	jué
钁	jué
𥛯	jué
𧍕	jué
𦓐	jué
𧿺	jué
欔	jué
𢨏	jué
𧺐	jué
瘚	jué
𥕲	jué
𠎮	jué
绝	jué
彏	jué
絕	jué
诀	jué
蟩	jué
𢖦	jué
𧾵	jué
𧮫	jué
𦏅	jué
𨊿	jué
厥	jué
覚	jué
𦁐	jué
𩧡	jué
𡳾	jué
𫔎	jué
𦠒	jué
氒	jué
孓	jué
屫	jué
𤞴	jué
𥾮	jué
𠄑	jué
𡚠	jué
戄	jué
𧝃	jué
𧗫	jué
䞷	jué
𣬎	jué
𥤘	jué
𧥎	jué
䠇	jué
𥏘	jué
觼	jué
𤛦	jué
劂	jué
𡈅	jué
貜	jué
熦	jué
刔	jué
䦆	jué
𥆌	jué
𩓻	jué
𤹋	jué
柽	jué/chēng
赽	jué/guì
𧽸	jué/guì
蹶	jué/guì
𠜾	jué/guì
趹	jué/guì
鴂	jué/guī
𡾜	jué/huò
爝	jué/jiào
䡈	jué/jiào
觉	jué/jiào
覺	jué/jiào
嚼	jué/jiáo
倔	jué/juè
𧱝	jué/jùn
趉	jué/jú
臄	jué/jū
㹟	jué/kuài
駃	jué/kuài
觖	jué/kuì/guì
掘	jué/kū
䦼	jué/pì
𢔱	jué/què
蚗	jué/quē
決	jué/quē/xuè
躩	jué/qì
蠼	jué/qú
鶌	jué/qū
潏	jué/shù/yù
䇶	jué/wò
䁷	jué/wù
䀗	jué/xuè
泬	jué/xuè
疦	jué/xuè
噱	jué/xué
㔢	jué/xuē
㔃	jué/xuē
鐍	jué/yù
崛	jué/yù
𠄌	jué/zhuì
捔	jué/zhuó
逫	jué/zhú
弡	jué/zhāng
蕝	jué/zuì
裐	juān
䣺	juān
鐫	juān
镌	juān
鎸	juān
勬	juān
𩎳	juān
𡱑	juān
鵑	juān
姢	juān
蠲	juān
𨌫	juān
𩔱	juān
𧎖	juān
鹃	juān
𢝓	juān
脧	juān
𦮻	juān
䅌	juān
娟	juān
𠡶	juān
𦬾	juān
𥅬	juān
瓹	juān/juàn
涓	juān/yuàn/xuàn
捐	juān/yuán
焆	juān/yè/yuè/yuān
𢴭	juē
𪨗	juē
撧	juē
𢱺	juē
屩	juē
噘	juē
𫏋	juē
撅	juē/juè/jué/guì
䞵	juě/zhuò
錈	juǎn
㷷	juǎn
锩	juǎn
菤	juǎn
𡫂	juǎn
𦊌	juǎn
𤎱	juǎn
𢋄	juǎn
呟	juǎn
埍	juǎn
𧕲	juǎn
𨹵	juǎn
𩏗	juǎn
𩠉	juǎn
臇	juǎn
卷	juǎn/juàn/quán/quān/gǔn/jùn
蘎	jì
梞	jì
旣	jì
䀈	jì
𤛄	jì
彐	jì
𩼄	jì
际	jì
𪘥	jì
𧟜	jì
鲫	jì
𧇯	jì
冀	jì
跽	jì
穄	jì
𢚁	jì
䶩	jì
繋	jì
𨂢	jì
㑧	jì
㥍	jì
褀	jì
兾	jì
罽	jì
稩	jì
霁	jì
旡	jì
㙨	jì
䓽	jì
蘻	jì
覬	jì
鯚	jì
㮨	jì
𢺼	jì
𦌗	jì
𩥉	jì
𧫜	jì
㞃	jì
㹄	jì
继	jì
剤	jì
𥭌	jì
齌	jì
𦜸	jì
蓟	jì
𥷙	jì
洎	jì
𥭋	jì
𡜱	jì
𢍇	jì
㻑	jì
㲅	jì
䦇	jì
徛	jì
𤫝	jì
𧡉	jì
荠	jì
漈	jì
䢋	jì
蘮	jì
𣱗	jì
𦪱	jì
䜞	jì
薊	jì
𣔽	jì
䮺	jì
𥣩	jì
䨖	jì
瀱	jì
𡪱	jì
𣄯	jì
剂	jì
寄	jì
裚	jì
𠨕	jì
鰶	jì
癠	jì
曁	jì
𩞊	jì
𠲹	jì
𦮯	jì
𧓓	jì
纪	jì
䰏	jì
𢼷	jì
漃	jì
懻	jì
𩧱	jì
𨛑	jì
𢗂	jì
𢗹	jì
劑	jì
𦁳	jì
痵	jì
𦆡	jì
済	jì
𤵀	jì
𥪫	jì
𦇧	jì
𩓮	jì
𥭜	jì
𡬄	jì
坖	jì
彑	jì
㒫	jì
鲚	jì
芰	jì
峜	jì
𠿉	jì
哜	jì
茍	jì
鱀	jì
䐀	jì
季	jì
繼	jì
䝸	jì
𡦊	jì
𡋚	jì
骥	jì
㸄	jì
𤤋	jì
觊	jì
誋	jì
檵	jì
㡭	jì
𡁪	jì
𦂑	jì
𧡯	jì
𤓑	jì
𣽍	jì
𧢾	jì
㾵	jì
䶓	jì
𩩛	jì
𧧃	jì
𧾽	jì
寂	jì
惎	jì
𥡴	jì
𦾲	jì
𪊆	jì
𧧟	jì
𦺶	jì
𡽉	jì
𦋋	jì
暩	jì
𣄱	jì
𧃞	jì
𧪇	jì
臮	jì
𪄵	jì
𨀶	jì
䋟	jì
霽	jì
𣯅	jì
𨜒	jì
𨣧	jì
驥	jì
㳵	jì
济	jì
䛋	jì
鱭	jì
鵋	jì
悸	jì
𨛉	jì
穊	jì
𨢵	jì
檕	jì
際	jì
鰿	jì
葪	jì
𢭄	jì
忌	jì
𩼚	jì
継	jì
𡥞	jì/bèi
𠴫	jì/cù/yù/zhù
鮆	jì/cǐ
茤	jì/duō
記	jì/ji
计	jì/ji
记	jì/ji
計	jì/ji
暨	jì/jiè
髻	jì/jié
紒	jì/jié/jiè
嚌	jì/jiē/zhāi
垍	jì/jī
諅	jì/jī
妓	jì/jī
襀	jì/jī
䤒	jì/jǐ
紀	jì/jǐ
濟	jì/jǐ/qí
䠏	jì/kuí
㰟	jì/qì
鬾	jì/qí
技	jì/qí
𦮼	jì/qí
䗁	jì/qī
㠱	jì/qǐ
既	jì/xì
繫	jì/xì
蔇	jì/xì
祭	jì/zhài
伎	jì/zhì/qí/qì
稷	jì/zè
穧	jì/zì
僸	jìn
㬜	jìn
䗯	jìn
縉	jìn
暜	jìn
赆	jìn
𠞱	jìn
𢙿	jìn
劲	jìn
枃	jìn
殣	jìn
嬧	jìn
𩖗	jìn
寖	jìn
覲	jìn
噤	jìn
劤	jìn
进	jìn
㶦	jìn
觐	jìn
䝲	jìn
璶	jìn
晉	jìn
近	jìn
晋	jìn
燼	jìn
𢉅	jìn
溍	jìn
贐	jìn
𠾤	jìn
㴆	jìn
㱈	jìn
䆮	jìn
荩	jìn
瑨	jìn
嚍	jìn
䋮	jìn
𢱷	jìn
進	jìn
䀆	jìn
𣓏	jìn
賮	jìn
㶳	jìn
齽	jìn
𠢵	jìn
㨷	jìn
𤘡	jìn
䑤	jìn
𡺽	jìn
靳	jìn
凚	jìn
烬	jìn
𠞾	jìn
浕	jìn
𦧈	jìn
𢬶	jìn
䫴	jìn
𡢳	jìn
𢽖	jìn
𦽔	jìn
搢	jìn
𧔷	jìn
𠬶	jìn
祲	jìn
㯲	jìn
缙	jìn
濅	jìn
𤄼	jìn
𦎷	jìn
𤵞	jìn
𠢱	jìn
𠾬	jìn
藎	jìn
䶖	jìn
琎	jìn
𤧫	jìn/duī
勁	jìn/jìng
禁	jìn/jīn
濜	jìn/jīn
𥧲	jìn/jǐn
儘	jìn/jǐn
墐	jìn/qín
浸	jìn/qīn
歏	jìn/qūn
伒	jìn/yín
唫	jìn/yín
㬐	jìn/zī
瀞	jìng
竫	jìng
迳	jìng
痉	jìng
㣏	jìng
𥶹	jìng
痙	jìng
妌	jìng
婙	jìng
𠦋	jìng
㬌	jìng
傹	jìng
䔔	jìng
曔	jìng
𠗌	jìng
竞	jìng
径	jìng
弳	jìng
浄	jìng
濪	jìng
桱	jìng
𥯙	jìng
䵞	jìng
弪	jìng
境	jìng
𠲮	jìng
靖	jìng
𨵼	jìng
竸	jìng
胫	jìng
𩇕	jìng
逕	jìng
婧	jìng
𦳲	jìng
獍	jìng
誩	jìng
梷	jìng
凈	jìng
竟	jìng
靓	jìng
鏡	jìng
𥅸	jìng
𩰹	jìng
㢣	jìng
𩃋	jìng
𩓞	jìng
敬	jìng
競	jìng
𣬙	jìng
𠗊	jìng
𦥍	jìng
镜	jìng
淨	jìng/chéng
净	jìng/chēng
靜	jìng/jing
静	jìng/jing
𠷐	jìng/jiàng
徑	jìng/jīng
脛	jìng/kēng
踁	jìng/kēng
倞	jìng/liàng
靚	jìng/liáng
䝼	jìng/qíng
俓	jìng/yíng
竧	jìng/zhěn
𦵾	jí
亼	jí
𤷉	jí
彶	jí
𣣝	jí
𠨠	jí
揤	jí
佶	jí
𣖷	jí
𠶻	jí
級	jí
谻	jí
䞘	jí
汲	jí
㧀	jí
即	jí
𠦫	jí
𢃺	jí
䳭	jí
𣏡	jí
禝	jí
𧉆	jí
蹐	jí
郆	jí
㲺	jí
𤺷	jí
级	jí
𧤏	jí
螏	jí
𧉍	jí
𧧩	jí
𡹪	jí
撃	jí
瘠	jí
𥊬	jí
銡	jí
𡃃	jí
𦩧	jí
𤊵	jí
䲯	jí
𢏞	jí
膌	jí
㻷	jí
诘	jí
𧮭	jí
忣	jí
𢱣	jí
偮	jí
觙	jí
戢	jí
𨪏	jí
橶	jí
笈	jí
𣜇	jí
𠫷	jí
𠑃	jí
𨦮	jí
𠹋	jí
潗	jí
𡅺	jí
箿	jí
㡮	jí
𪄸	jí
皍	jí
𪂺	jí
𤠎	jí
岌	jí
㠍	jí
𦠾	jí
蕀	jí
檝	jí
蒺	jí
㭲	jí
疾	jí
㙫	jí
𥖙	jí
𩴃	jí
𡦪	jí
姞	jí
𢉗	jí
霵	jí
槉	jí
𧽑	jí
湒	jí
𧎿	jí
殛	jí
雦	jí
鏶	jí
吉	jí
㤂	jí
𠯉	jí
集	jí
𦺴	jí
𩦤	jí
鹡	jí
䣢	jí
𣹜	jí
鍓	jí
鶺	jí
𨸚	jí
𦎢	jí
㔕	jí
楫	jí
𥠋	jí
㴕	jí
𣛔	jí
𠗏	jí
䐕	jí
𤎗	jí
轚	jí
𦝖	jí
𡁰	jí
𧩦	jí
㗱	jí
嫉	jí
𦺩	jí
钑	jí
卽	jí
𣳃	jí
䚐	jí
𥒡	jí
鷑	jí
𨋉	jí
𧪠	jí
𨤹	jí
襋	jí
𥋥	jí
𥕂	jí
擮	jí
㘍	jí
𠓞	jí
𦶍	jí
艥	jí
𩀖	jí
急	jí
䟌	jí
塉	jí
𠿠	jí
嶯	jí
㽺	jí
棘	jí
𧥄	jí
极	jí
𤿠	jí
及	jí
𢰒	jí
愱	jí
𥈂	jí
雧	jí
卙	jí/chì
㾊	jí/cì/sè
伋	jí/fán
耤	jí/jiè
籍	jí/jiè
趌	jí/jié
㠎	jí/jié
狤	jí/jié/kuài
庴	jí/jī
脊	jí/jǐ
極	jí/jǐ
㥛	jí/kè
㗊	jí/léi
蕺	jí/qiè
焏	jí/qì
䩯	jí/qì
亟	jí/qì
踖	jí/qì/què
濈	jí/shà
皀	jí/xiāng/bī
䁒	jí/zí
聚	jù
䵕	jù
拠	jù
劇	jù
姖	jù
𠙆	jù
埧	jù
粔	jù
鉅	jù
耟	jù
簴	jù
據	jù
愳	jù
𩿝	jù
㬬	jù
醵	jù
倨	jù
讵	jù
𥴪	jù
𠚵	jù
㨿	jù
𩜃	jù
駏	jù
颶	jù
锯	jù
昛	jù
𨸰	jù
歫	jù
𣍇	jù
䣰	jù
壉	jù
豦	jù
岠	jù
𦟳	jù
懅	jù
鮔	jù
𩰤	jù
飓	jù
𧝲	jù
冣	jù
埾	jù
邭	jù
㠪	jù
勮	jù
𤷢	jù
屨	jù
𤔋	jù
㩀	jù
㘌	jù
𩧒	jù
𪁥	jù
𠉧	jù
窭	jù
㞫	jù
懼	jù
秬	jù
𧂜	jù
洰	jù
䈮	jù
𢚆	jù
𧸧	jù
澽	jù
𥲜	jù
炬	jù
𣶝	jù
距	jù
虡	jù
䀠	jù
𧣒	jù
巪	jù
剧	jù
𧲋	jù
倶	jù
𤖵	jù
𩴘	jù
乬	jù
𥂃	jù
𦊐	jù
䛯	jù
𥬙	jù
𩉸	jù
詎	jù
蚷	jù
𡒍	jù
犋	jù
躆	jù
屦	jù
䶙	jù
𧣻	jù
惧	jù
𦼈	jù
𥉁	jù
钜	jù
踞	jù
怇	jù
𦗻	jù
句	jù/gōu/gòu/qú
袓	jù/jiě
𪀏	jù/jiū
具	jù/ju
俱	jù/jū
据	jù/jū
䱟	jù/jū
鋸	jù/jū
拒	jù/jǔ
怐	jù/kòu
窶	jù/lóu
寠	jù/lǜ/lóu
㜘	jù/qù/chá
遽	jù/qú
鐻	jù/qú
巨	jù/qú
𤢓	jù/qú
瞿	jù/qú/jí
怚	jù/qū/cū/zū
跙	jù/qū/qiě/zhù/qiè
苣	jù/qǔ
𡥶	jù/rú
貗	jù/yú
𨝮	jù/zōu
㻒	jùn
𥜮	jùn
䕑	jùn
鵔	jùn
㝦	jùn
𤮪	jùn
㽙	jùn
郡	jùn
攟	jùn
埈	jùn
晙	jùn
陖	jùn
呁	jùn
馂	jùn
箟	jùn
䇹	jùn
𨌘	jùn
𠨢	jùn
㖥	jùn
駿	jùn
鵘	jùn
畯	jùn
珺	jùn
蜠	jùn
燇	jùn
𨛐	jùn
㒞	jùn
寯	jùn
㕙	jùn
儁	jùn
𦴌	jùn
𧯖	jùn
竣	jùn
𪕞	jùn
餕	jùn
捃	jùn
㑺	jùn
峻	jùn
𢹲	jùn
𥡣	jùn
𥚂	jùn
棞	jùn
𦵼	jùn
𨶊	jùn
𪍁	jùn
懏	jùn
𥇘	jùn
𨲄	jùn
骏	jùn
䝍	jùn/jūn
攈	jùn/pèi
焌	jùn/qū
箘	jùn/qūn
